_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,id_rel,sentena_sem_relao,sentena_sem_relao:confidence,txt_rel,html,id_ent1,id_ent2,id_rel_gold,id_sent,id_txt,sentena_sem_relao_gold,txt_rel_gold ,agree
1293280399,False,finalized,3,7/6/2017 09:24:19,8 -1 8,False,0.6446,e Sentença sem relação e,<span data-id='0'>Entre</span> <span data-id='1'>as</span> <span data-id='2'class='entity'>13</span> <span data-id='3'>entidades</span> <span data-id='4'>estão</span> <span data-id='5'>também</span> <span data-id='6'>a</span> <span data-id='7'class='org'>Sociedade_Brasileira_de_Genética</span> <span data-id='8'class='word'>e</span> <span data-id='9'class='word'>a</span> <span data-id='10'class='org'>Sociedade_Brasileira_de_Microbiologia</span> <span data-id='11'>.</span> ,7,10,,S5,CIENCIA_2004_6488,, ,66
1293280402,False,finalized,3,7/6/2017 04:22:40,"-1 28,29 -1",True,0.6716,Sentença sem relação promovido por Sentença sem relação,"<span data-id='0'>A</span> <span data-id='1'>idéia</span> <span data-id='2'>foi</span> <span data-id='3'>lançada</span> <span data-id='4'>por</span> <span data-id='5'>o</span> <span data-id='6-7'class='entity'>ministro Roberto_Amaral</span> <span data-id='8'>(</span> <span data-id='9-11'class='org'>Ciência e Tecnologia</span> <span data-id='12'class='word'>)</span> <span data-id='13'class='word'>e</span> <span data-id='14'class='word'>detalhada</span> <span data-id='15'class='entity'>ontem</span> <span data-id='16'class='word'>durante</span> <span data-id='17'class='word'>a</span> <span data-id='18'class='word'>abertura</span> <span data-id='19'class='word'>de</span> <span data-id='20'class='word'>o</span> <span data-id='21-22'class='entity'>1º Congresso_Internacional_de_Biodiesel</span> <span data-id='23'class='word'>,</span> <span data-id='24'class='word'>realizado</span> <span data-id='25'class='word'>em</span> <span data-id='26'class='entity'>Ribeirão_Preto</span> <span data-id='27'class='word'>e</span> <span data-id='28'class='word'>promovido</span> <span data-id='29'class='word'>por</span> <span data-id='30'class='word'>a</span> <span data-id='31'class='org'>USP</span> <span data-id='32'>(</span> <span data-id='33'class='entity'>Universidade_de_São_Paulo</span> <span data-id='34'>)</span> <span data-id='35'>de</span> <span data-id='36'>a</span> <span data-id='37'>cidade</span> <span data-id='38'>.</span> ",9-11,31,,S1,CIENCIA_2003_24219,, ,66
1293280403,False,finalized,3,7/6/2017 04:02:00,"-1 -1 28,29",True,0.6651,Sentença sem relação Sentença sem relação promovido por,"<span data-id='0'>A</span> <span data-id='1'>idéia</span> <span data-id='2'>foi</span> <span data-id='3'>lançada</span> <span data-id='4'>por</span> <span data-id='5'>o</span> <span data-id='6-7'class='entity'>ministro Roberto_Amaral</span> <span data-id='8'>(</span> <span data-id='9-11'class='org'>Ciência e Tecnologia</span> <span data-id='12'class='word'>)</span> <span data-id='13'class='word'>e</span> <span data-id='14'class='word'>detalhada</span> <span data-id='15'class='entity'>ontem</span> <span data-id='16'class='word'>durante</span> <span data-id='17'class='word'>a</span> <span data-id='18'class='word'>abertura</span> <span data-id='19'class='word'>de</span> <span data-id='20'class='word'>o</span> <span data-id='21-22'class='entity'>1º Congresso_Internacional_de_Biodiesel</span> <span data-id='23'class='word'>,</span> <span data-id='24'class='word'>realizado</span> <span data-id='25'class='word'>em</span> <span data-id='26'class='entity'>Ribeirão_Preto</span> <span data-id='27'class='word'>e</span> <span data-id='28'class='word'>promovido</span> <span data-id='29'class='word'>por</span> <span data-id='30'class='word'>a</span> <span data-id='31'class='entity'>USP</span> <span data-id='32'class='word'>(</span> <span data-id='33'class='org'>Universidade_de_São_Paulo</span> <span data-id='34'>)</span> <span data-id='35'>de</span> <span data-id='36'>a</span> <span data-id='37'>cidade</span> <span data-id='38'>.</span> ",9-11,33,,S1,CIENCIA_2003_24219,, ,66
1293280407,False,finalized,3,7/6/2017 09:25:31,-1 29 -1,True,0.6446,Sentença sem relação por Sentença sem relação,"<span data-id='0'>A</span> <span data-id='1'>idéia</span> <span data-id='2'>foi</span> <span data-id='3'>lançada</span> <span data-id='4'>por</span> <span data-id='5'>o</span> <span data-id='6-7'class='per'>ministro Roberto_Amaral</span> <span data-id='8'class='word'>(</span> <span data-id='9-11'class='entity'>Ciência e Tecnologia</span> <span data-id='12'class='word'>)</span> <span data-id='13'class='word'>e</span> <span data-id='14'class='word'>detalhada</span> <span data-id='15'class='entity'>ontem</span> <span data-id='16'class='word'>durante</span> <span data-id='17'class='word'>a</span> <span data-id='18'class='word'>abertura</span> <span data-id='19'class='word'>de</span> <span data-id='20'class='word'>o</span> <span data-id='21-22'class='entity'>1º Congresso_Internacional_de_Biodiesel</span> <span data-id='23'class='word'>,</span> <span data-id='24'class='word'>realizado</span> <span data-id='25'class='word'>em</span> <span data-id='26'class='entity'>Ribeirão_Preto</span> <span data-id='27'class='word'>e</span> <span data-id='28'class='word'>promovido</span> <span data-id='29'class='word'>por</span> <span data-id='30'class='word'>a</span> <span data-id='31'class='entity'>USP</span> <span data-id='32'class='word'>(</span> <span data-id='33'class='org'>Universidade_de_São_Paulo</span> <span data-id='34'>)</span> <span data-id='35'>de</span> <span data-id='36'>a</span> <span data-id='37'>cidade</span> <span data-id='38'>.</span> ",33,6-7,,S1,CIENCIA_2003_24219,, ,66
1293280408,False,finalized,3,7/6/2017 09:25:31,"28,29 -1 -1",True,0.66,promovido por Sentença sem relação Sentença sem relação,"<span data-id='0'>A</span> <span data-id='1'>idéia</span> <span data-id='2'>foi</span> <span data-id='3'>lançada</span> <span data-id='4'>por</span> <span data-id='5'>o</span> <span data-id='6-7'class='entity'>ministro Roberto_Amaral</span> <span data-id='8'>(</span> <span data-id='9-11'class='entity'>Ciência e Tecnologia</span> <span data-id='12'>)</span> <span data-id='13'>e</span> <span data-id='14'>detalhada</span> <span data-id='15'class='entity'>ontem</span> <span data-id='16'>durante</span> <span data-id='17'>a</span> <span data-id='18'>abertura</span> <span data-id='19'>de</span> <span data-id='20'>o</span> <span data-id='21-22'class='entity'>1º Congresso_Internacional_de_Biodiesel</span> <span data-id='23'>,</span> <span data-id='24'>realizado</span> <span data-id='25'>em</span> <span data-id='26'class='plc'>Ribeirão_Preto</span> <span data-id='27'class='word'>e</span> <span data-id='28'class='word'>promovido</span> <span data-id='29'class='word'>por</span> <span data-id='30'class='word'>a</span> <span data-id='31'class='entity'>USP</span> <span data-id='32'class='word'>(</span> <span data-id='33'class='org'>Universidade_de_São_Paulo</span> <span data-id='34'>)</span> <span data-id='35'>de</span> <span data-id='36'>a</span> <span data-id='37'>cidade</span> <span data-id='38'>.</span> ",33,26,,S1,CIENCIA_2003_24219,, ,66
1293280412,False,finalized,3,7/5/2017 21:42:34,"-1 5,8 -1",True,0.6651,Sentença sem relação de ( Sentença sem relação,"<span data-id='0'class='per'>Francelino_Grando</span> <span data-id='1'class='word'>,</span> <span data-id='2-4'class='entity'>secretário de Política_Tecnológica_Empresarial</span> <span data-id='5'class='word'>de</span> <span data-id='6'class='word'>o</span> <span data-id='7'class='entity'>MCT</span> <span data-id='8'class='word'>(</span> <span data-id='9'class='org'>Ministério_da_Ciência_e_Tecnologia</span> <span data-id='10'>)</span> <span data-id='11'>,</span> <span data-id='12'>disse</span> <span data-id='13'>que</span> <span data-id='14'>a</span> <span data-id='15'>proposta</span> <span data-id='16'>é</span> <span data-id='17'>""</span> <span data-id='18'>uma</span> <span data-id='19'>equação</span> <span data-id='20'>lógica</span> <span data-id='21'>""</span> <span data-id='22'>.</span> ",9,0,,S4,CIENCIA_2003_24219,, ,66
1293280416,False,finalized,3,7/5/2017 21:42:34,9 9 -1,False,0.6849,( ( Sentença sem relação,"<span data-id='0'>Ainda</span> <span data-id='1'class='entity'>ontem</span> <span data-id='2'>,</span> <span data-id='3'>o</span> <span data-id='4'>prefeito</span> <span data-id='5'>de</span> <span data-id='6'class='entity'>Ribeirão</span> <span data-id='7'>,</span> <span data-id='8'class='per'>Gilberto_Maggioni</span> <span data-id='9'class='word'>(</span> <span data-id='10'class='org'>PMN</span> <span data-id='11'>)</span> <span data-id='12'>,</span> <span data-id='13'>assinou</span> <span data-id='14'>uma</span> <span data-id='15'>carta</span> <span data-id='16'>de</span> <span data-id='17'>intenção</span> <span data-id='18'>com</span> <span data-id='19'>a</span> <span data-id='20'class='entity'>USP</span> <span data-id='21'>para</span> <span data-id='22'>colocar</span> <span data-id='23'>parte</span> <span data-id='24'>de</span> <span data-id='25'>a</span> <span data-id='26'>frota</span> <span data-id='27'>de</span> <span data-id='28'>a</span> <span data-id='29'>administração</span> <span data-id='30'>municipal</span> <span data-id='31'>movida</span> <span data-id='32'>a</span> <span data-id='33'>biodiesel</span> <span data-id='34'>,</span> <span data-id='35'>já</span> <span data-id='36-37'class='entity'>a_partir_de junho</span> <span data-id='38'>.</span> ",10,8,,S17,CIENCIA_2003_24219,, ,66
1293280418,False,finalized,3,7/10/2017 23:23:55,-1 18 -1,True,0.6862,Sentença sem relação com Sentença sem relação,"<span data-id='0'>Ainda</span> <span data-id='1'class='entity'>ontem</span> <span data-id='2'>,</span> <span data-id='3'>o</span> <span data-id='4'>prefeito</span> <span data-id='5'>de</span> <span data-id='6'class='plc'>Ribeirão</span> <span data-id='7'class='word'>,</span> <span data-id='8'class='entity'>Gilberto_Maggioni</span> <span data-id='9'class='word'>(</span> <span data-id='10'class='entity'>PMN</span> <span data-id='11'class='word'>)</span> <span data-id='12'class='word'>,</span> <span data-id='13'class='word'>assinou</span> <span data-id='14'class='word'>uma</span> <span data-id='15'class='word'>carta</span> <span data-id='16'class='word'>de</span> <span data-id='17'class='word'>intenção</span> <span data-id='18'class='word'>com</span> <span data-id='19'class='word'>a</span> <span data-id='20'class='org'>USP</span> <span data-id='21'>para</span> <span data-id='22'>colocar</span> <span data-id='23'>parte</span> <span data-id='24'>de</span> <span data-id='25'>a</span> <span data-id='26'>frota</span> <span data-id='27'>de</span> <span data-id='28'>a</span> <span data-id='29'>administração</span> <span data-id='30'>municipal</span> <span data-id='31'>movida</span> <span data-id='32'>a</span> <span data-id='33'>biodiesel</span> <span data-id='34'>,</span> <span data-id='35'>já</span> <span data-id='36-37'class='entity'>a_partir_de junho</span> <span data-id='38'>.</span> ",20,6,,S17,CIENCIA_2003_24219,, ,66
1293280422,False,finalized,3,7/11/2017 13:33:06,5 -1 5,False,0.6856,", Sentença sem relação ,","<span data-id='0'class='entity'>Stuart_Lipton</span> <span data-id='1'>,</span> <span data-id='2'>de</span> <span data-id='3'>o</span> <span data-id='4'class='org'>Instituto_Burnham</span> <span data-id='5'class='word'>,</span> <span data-id='6'class='plc'>Califórnia</span> <span data-id='7'>,</span> <span data-id='8'>não</span> <span data-id='9'>duvida</span> <span data-id='10'>:</span> ",4,6,,S3,CIENCIA_2001_6423,, ,66
1293280428,False,finalized,3,7/10/2017 21:15:30,"8 8,11 8",False,1.0,de de ( de,"<span data-id='0'>A</span> <span data-id='1'>opinião</span> <span data-id='2'>é</span> <span data-id='3'>de</span> <span data-id='4'>o</span> <span data-id='5'>agrônomo</span> <span data-id='6'class='per'>Miguel_Guerra</span> <span data-id='7'class='word'>,</span> <span data-id='8'class='word'>de</span> <span data-id='9'class='word'>a</span> <span data-id='10'class='entity'>UFSC</span> <span data-id='11'class='word'>(</span> <span data-id='12'class='org'>Universidade_Federal_de_Santa_Catarina</span> <span data-id='13'>)</span> <span data-id='14'>.</span> ",12,6,,S1,CIENCIA_2000_6389,, ,66
1293280429,False,finalized,3,7/11/2017 12:13:09,5 -1 5,False,0.6856,( Sentença sem relação (,"<span data-id='0'>O</span> <span data-id='1-4'class='per'>presidente de a Embrapa</span> <span data-id='5'class='word'>(</span> <span data-id='6'class='org'>Empresa_Brasileira_de_Pesquisa_Agropecuária</span> <span data-id='7'>)</span> <span data-id='8'>,</span> <span data-id='9'class='entity'>Alberto_Portugal</span> <span data-id='10'>,</span> <span data-id='11'>salientou</span> <span data-id='12'>que</span> <span data-id='13'>a</span> <span data-id='14'>empresa</span> <span data-id='15'>busca</span> <span data-id='16'>soluções</span> <span data-id='17'>para</span> <span data-id='18'>os</span> <span data-id='19'>problemas</span> <span data-id='20'>de</span> <span data-id='21'>a</span> <span data-id='22'>agricultura</span> <span data-id='23'>nacional</span> <span data-id='24'>.</span> ",6,1-4,,S6,CIENCIA_2000_6389,, ,66
