id_txt	id_sent	html	id_ent1	id_ent2
CIENCIA_2000_17113	S18	<span data-id='0'>"</span> <span data-id='1'>Esse</span> <span data-id='2'>é</span> <span data-id='3'>um</span> <span data-id='4'>alvo</span> <span data-id='5'>viável</span> <span data-id='6'>para</span> <span data-id='7'>remédios</span> <span data-id='8'>contra</span> <span data-id='9'>a</span> <span data-id='10'>obesidade</span> <span data-id='11'>"</span> <span data-id='12'>,</span> <span data-id='13'>disse</span> <span data-id='14'>um</span> <span data-id='15'>de</span> <span data-id='16'>os</span> <span data-id='17'>autores</span> <span data-id='18'>,</span> <span data-id='19'class='entity'>John_Clapham</span> <span data-id='20'>,</span> <span data-id='21'>de</span> <span data-id='22'>a</span> <span data-id='23'>empresa</span> <span data-id='24'>farmacêutica</span> <span data-id='25'class='org'>SmithKline_Beecham</span> <span data-id='26'class='word'>,</span> <span data-id='27'class='word'>que</span> <span data-id='28'class='word'>fez</span> <span data-id='29'class='word'>o</span> <span data-id='30'class='word'>estudo</span> <span data-id='31'class='word'>em</span> <span data-id='32'class='word'>colaboração</span> <span data-id='33'class='word'>com</span> <span data-id='34'class='word'>a</span> <span data-id='35'class='org'>Universidade_de_Cambridge</span> <span data-id='36'>,</span> <span data-id='37'class='entity'>Reino_Unido</span> <span data-id='38'>.</span> 	25	35
CIENCIA_2000_17113	S18	<span data-id='0'>"</span> <span data-id='1'>Esse</span> <span data-id='2'>é</span> <span data-id='3'>um</span> <span data-id='4'>alvo</span> <span data-id='5'>viável</span> <span data-id='6'>para</span> <span data-id='7'>remédios</span> <span data-id='8'>contra</span> <span data-id='9'>a</span> <span data-id='10'>obesidade</span> <span data-id='11'>"</span> <span data-id='12'>,</span> <span data-id='13'>disse</span> <span data-id='14'>um</span> <span data-id='15'>de</span> <span data-id='16'>os</span> <span data-id='17'>autores</span> <span data-id='18'>,</span> <span data-id='19'class='entity'>John_Clapham</span> <span data-id='20'>,</span> <span data-id='21'>de</span> <span data-id='22'>a</span> <span data-id='23'>empresa</span> <span data-id='24'>farmacêutica</span> <span data-id='25'class='org'>SmithKline_Beecham</span> <span data-id='26'class='word'>,</span> <span data-id='27'class='word'>que</span> <span data-id='28'class='word'>fez</span> <span data-id='29'class='word'>o</span> <span data-id='30'class='word'>estudo</span> <span data-id='31'class='word'>em</span> <span data-id='32'class='word'>colaboração</span> <span data-id='33'class='word'>com</span> <span data-id='34'class='word'>a</span> <span data-id='35'class='entity'>Universidade_de_Cambridge</span> <span data-id='36'class='word'>,</span> <span data-id='37'class='plc'>Reino_Unido</span> <span data-id='38'>.</span> 	25	37
CIENCIA_2000_17113	S18	<span data-id='0'>"</span> <span data-id='1'>Esse</span> <span data-id='2'>é</span> <span data-id='3'>um</span> <span data-id='4'>alvo</span> <span data-id='5'>viável</span> <span data-id='6'>para</span> <span data-id='7'>remédios</span> <span data-id='8'>contra</span> <span data-id='9'>a</span> <span data-id='10'>obesidade</span> <span data-id='11'>"</span> <span data-id='12'>,</span> <span data-id='13'>disse</span> <span data-id='14'>um</span> <span data-id='15'>de</span> <span data-id='16'>os</span> <span data-id='17'>autores</span> <span data-id='18'>,</span> <span data-id='19'class='per'>John_Clapham</span> <span data-id='20'class='word'>,</span> <span data-id='21'class='word'>de</span> <span data-id='22'class='word'>a</span> <span data-id='23'class='word'>empresa</span> <span data-id='24'class='word'>farmacêutica</span> <span data-id='25'class='entity'>SmithKline_Beecham</span> <span data-id='26'class='word'>,</span> <span data-id='27'class='word'>que</span> <span data-id='28'class='word'>fez</span> <span data-id='29'class='word'>o</span> <span data-id='30'class='word'>estudo</span> <span data-id='31'class='word'>em</span> <span data-id='32'class='word'>colaboração</span> <span data-id='33'class='word'>com</span> <span data-id='34'class='word'>a</span> <span data-id='35'class='org'>Universidade_de_Cambridge</span> <span data-id='36'>,</span> <span data-id='37'class='entity'>Reino_Unido</span> <span data-id='38'>.</span> 	35	19
CIENCIA_2000_17113	S18	<span data-id='0'>"</span> <span data-id='1'>Esse</span> <span data-id='2'>é</span> <span data-id='3'>um</span> <span data-id='4'>alvo</span> <span data-id='5'>viável</span> <span data-id='6'>para</span> <span data-id='7'>remédios</span> <span data-id='8'>contra</span> <span data-id='9'>a</span> <span data-id='10'>obesidade</span> <span data-id='11'>"</span> <span data-id='12'>,</span> <span data-id='13'>disse</span> <span data-id='14'>um</span> <span data-id='15'>de</span> <span data-id='16'>os</span> <span data-id='17'>autores</span> <span data-id='18'>,</span> <span data-id='19'class='entity'>John_Clapham</span> <span data-id='20'>,</span> <span data-id='21'>de</span> <span data-id='22'>a</span> <span data-id='23'>empresa</span> <span data-id='24'>farmacêutica</span> <span data-id='25'class='entity'>SmithKline_Beecham</span> <span data-id='26'>,</span> <span data-id='27'>que</span> <span data-id='28'>fez</span> <span data-id='29'>o</span> <span data-id='30'>estudo</span> <span data-id='31'>em</span> <span data-id='32'>colaboração</span> <span data-id='33'>com</span> <span data-id='34'>a</span> <span data-id='35'class='org'>Universidade_de_Cambridge</span> <span data-id='36'class='word'>,</span> <span data-id='37'class='plc'>Reino_Unido</span> <span data-id='38'>.</span> 	35	37
CIENCIA_2003_6457	S0	<span data-id='0'>Depois</span> <span data-id='1'>de</span> <span data-id='2'>ter</span> <span data-id='3'>sido</span> <span data-id='4'>acusada</span> <span data-id='5'>por</span> <span data-id='6'>a</span> <span data-id='7'class='org'>Organização_Mundial_da_Saúde</span> <span data-id='8'class='word'>de</span> <span data-id='9'class='word'>ter</span> <span data-id='10'class='word'>mais</span> <span data-id='11'class='word'>casos</span> <span data-id='12'class='word'>de</span> <span data-id='13'class='word'>pneumonia</span> <span data-id='14'class='word'>asiática</span> <span data-id='15'class='word'>de</span> <span data-id='16'class='word'>o</span> <span data-id='17'class='word'>que</span> <span data-id='18'class='word'>relatava</span> <span data-id='19'class='word'>publicamente</span> <span data-id='20'class='word'>,</span> <span data-id='21'class='word'>a</span> <span data-id='22'class='org'>China</span> <span data-id='23'>prometeu</span> <span data-id='24'>mais</span> <span data-id='25'>transparência</span> <span data-id='26'>em</span> <span data-id='27'>a</span> <span data-id='28'>notificação</span> <span data-id='29'>de</span> <span data-id='30'>casos</span> <span data-id='31'>de</span> <span data-id='32'>a</span> <span data-id='33'>doença</span> <span data-id='34'>.</span> 	7	22
CIENCIA_2003_6457	S1	<span data-id='0'>Segundo</span> <span data-id='1'>a</span> <span data-id='2'>agência</span> <span data-id='3'>de</span> <span data-id='4'>notícias</span> <span data-id='5'>oficial</span> <span data-id='6'class='org'>Xinhua</span> <span data-id='7'class='word'>,</span> <span data-id='8'class='word'>o</span> <span data-id='9'class='word'>comitê</span> <span data-id='10'class='word'>central</span> <span data-id='11'class='word'>de</span> <span data-id='12'class='word'>o</span> <span data-id='13'class='org'>Partido_Comunista_Chinês</span> <span data-id='14'>,</span> <span data-id='15'>após</span> <span data-id='16'>uma</span> <span data-id='17'>reunião</span> <span data-id='18'>,</span> <span data-id='19'>alertou</span> <span data-id='20'>as</span> <span data-id='21'>autoridades</span> <span data-id='22'>de</span> <span data-id='23'>saúde</span> <span data-id='24'>a</span> <span data-id='25'>não</span> <span data-id='26'>esconder</span> <span data-id='27'>casos</span> <span data-id='28'>de</span> <span data-id='29'>a</span> <span data-id='30'>pneumonia</span> <span data-id='31'>,</span> <span data-id='32'>conhecida</span> <span data-id='33'>por</span> <span data-id='34'>a</span> <span data-id='35'>sigla</span> <span data-id='36'class='entity'>Sars</span> <span data-id='37'>(</span> <span data-id='38'>síndrome</span> <span data-id='39'>respiratória</span> <span data-id='40'>aguda</span> <span data-id='41'>grave</span> <span data-id='42'>)</span> <span data-id='43'>.</span> 	6	13
CIENCIA_2003_6457	S3	<span data-id='0'>O</span> <span data-id='1'>encontro</span> <span data-id='2'>de</span> <span data-id='3'>o</span> <span data-id='4'>partido</span> <span data-id='5'>ocorreu</span> <span data-id='6'>um</span> <span data-id='7'>dia</span> <span data-id='8'>depois</span> <span data-id='9'>de</span> <span data-id='10'>a</span> <span data-id='11'class='org'>OMS</span> <span data-id='12'class='word'>ter</span> <span data-id='13'class='word'>dito</span> <span data-id='14'class='word'>que</span> <span data-id='15'class='per'>Pequim</span> <span data-id='16'>tem</span> <span data-id='17'class='entity'>200</span> <span data-id='18'>casos</span> <span data-id='19'>de</span> <span data-id='20'class='entity'>Sars</span> <span data-id='21'>em</span> <span data-id='22'>vez</span> <span data-id='23'>de</span> <span data-id='24'>os</span> <span data-id='25'class='entity'>37</span> <span data-id='26'>notificados</span> <span data-id='27'>.</span> 	11	15
CIENCIA_2003_6457	S3	<span data-id='0'>O</span> <span data-id='1'>encontro</span> <span data-id='2'>de</span> <span data-id='3'>o</span> <span data-id='4'>partido</span> <span data-id='5'>ocorreu</span> <span data-id='6'>um</span> <span data-id='7'>dia</span> <span data-id='8'>depois</span> <span data-id='9'>de</span> <span data-id='10'>a</span> <span data-id='11'class='org'>OMS</span> <span data-id='12'class='word'>ter</span> <span data-id='13'class='word'>dito</span> <span data-id='14'class='word'>que</span> <span data-id='15'class='entity'>Pequim</span> <span data-id='16'class='word'>tem</span> <span data-id='17'class='entity'>200</span> <span data-id='18'class='word'>casos</span> <span data-id='19'class='word'>de</span> <span data-id='20'class='per'>Sars</span> <span data-id='21'>em</span> <span data-id='22'>vez</span> <span data-id='23'>de</span> <span data-id='24'>os</span> <span data-id='25'class='entity'>37</span> <span data-id='26'>notificados</span> <span data-id='27'>.</span> 	11	20
CIENCIA_2003_6457	S9	<span data-id='0'>Mas</span> <span data-id='1'>,</span> <span data-id='2'>segundo</span> <span data-id='3'>a</span> <span data-id='4'>agência</span> <span data-id='5'>de</span> <span data-id='6'>notícias</span> <span data-id='7'class='org'>France_Presse</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>a</span> <span data-id='10'class='per'>Venezuela</span> <span data-id='11'>já</span> <span data-id='12'>tem</span> <span data-id='13'>um</span> <span data-id='14'>caso</span> <span data-id='15'>suspeito</span> <span data-id='16'>:</span> 	7	10
CIENCIA_2001_19858	S0	<span data-id='0'>Cientistas</span> <span data-id='1'>de</span> <span data-id='2'>o</span> <span data-id='3'class='org'>Centro_de_Estudos_de_Saclay</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='word'>em</span> <span data-id='6'class='word'>a</span> <span data-id='7'class='plc'>França</span> <span data-id='8'>,</span> <span data-id='9'>parecem</span> <span data-id='10'>ter</span> <span data-id='11'>encontrado</span> <span data-id='12'>o</span> <span data-id='13'>primeiro</span> <span data-id='14'>indício</span> <span data-id='15'>de</span> <span data-id='16'>que</span> <span data-id='17'>a</span> <span data-id='18'class='entity'>Via_Láctea</span> <span data-id='19'>esteja</span> <span data-id='20'>cercada</span> <span data-id='21'>por</span> <span data-id='22'>um</span> <span data-id='23'>verdadeiro</span> <span data-id='24'>campo</span> <span data-id='25'>minado</span> <span data-id='26'>de</span> <span data-id='27'>buracos</span> <span data-id='28'>negros</span> <span data-id='29'>,</span> <span data-id='30'>cerca_de</span> <span data-id='31-32'class='entity'>1 milhão</span> <span data-id='33'>a</span> <span data-id='34'>o</span> <span data-id='35'>todo</span> <span data-id='36'>,</span> <span data-id='37'>eles</span> <span data-id='38'>estimam</span> <span data-id='39'>.</span> 	3	7
CIENCIA_2004_6488	S0	<span data-id='0'>Um</span> <span data-id='1'>grupo</span> <span data-id='2'>que</span> <span data-id='3'>reúne</span> <span data-id='4'class='entity'>13</span> <span data-id='5'>sociedades</span> <span data-id='6'>científicas</span> <span data-id='7'>nacionais</span> <span data-id='8'>,</span> <span data-id='9'>lideradas</span> <span data-id='10'>por</span> <span data-id='11'>a</span> <span data-id='12'class='org'>Academia_Brasileira_de_Ciências</span> <span data-id='13'class='word'>e</span> <span data-id='14'class='word'>por</span> <span data-id='15'class='word'>a</span> <span data-id='16'class='org'>Associação_Nacional_de_Biossegurança</span> <span data-id='17'>(</span> <span data-id='18'class='entity'>ANBio</span> <span data-id='19'>)</span> <span data-id='20'>,</span> <span data-id='21'>enviou</span> <span data-id='22'>uma</span> <span data-id='23'>carta</span> <span data-id='24'>a</span> <span data-id='25'>o</span> <span data-id='26'class='entity'>Senado_Federal</span> <span data-id='27'>para</span> <span data-id='28'>pedir</span> <span data-id='29'>mudanças</span> <span data-id='30'>em</span> <span data-id='31'>o</span> <span data-id='32'>projeto</span> <span data-id='33'>de</span> <span data-id='34'>a</span> <span data-id='35'>nova</span> <span data-id='36'class='entity'>Lei_de_Biossegurança</span> <span data-id='37'>,</span> <span data-id='38'>recentemente</span> <span data-id='39'>aprovado</span> <span data-id='40'>por</span> <span data-id='41'>a</span> <span data-id='42-45'class='entity'>Câmara de os Deputados</span> <span data-id='46'>.</span> 	12	16
CIENCIA_2004_6488	S0	<span data-id='0'>Um</span> <span data-id='1'>grupo</span> <span data-id='2'>que</span> <span data-id='3'>reúne</span> <span data-id='4'class='entity'>13</span> <span data-id='5'>sociedades</span> <span data-id='6'>científicas</span> <span data-id='7'>nacionais</span> <span data-id='8'>,</span> <span data-id='9'>lideradas</span> <span data-id='10'>por</span> <span data-id='11'>a</span> <span data-id='12'class='org'>Academia_Brasileira_de_Ciências</span> <span data-id='13'class='word'>e</span> <span data-id='14'class='word'>por</span> <span data-id='15'class='word'>a</span> <span data-id='16'class='entity'>Associação_Nacional_de_Biossegurança</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='org'>ANBio</span> <span data-id='19'>)</span> <span data-id='20'>,</span> <span data-id='21'>enviou</span> <span data-id='22'>uma</span> <span data-id='23'>carta</span> <span data-id='24'>a</span> <span data-id='25'>o</span> <span data-id='26'class='entity'>Senado_Federal</span> <span data-id='27'>para</span> <span data-id='28'>pedir</span> <span data-id='29'>mudanças</span> <span data-id='30'>em</span> <span data-id='31'>o</span> <span data-id='32'>projeto</span> <span data-id='33'>de</span> <span data-id='34'>a</span> <span data-id='35'>nova</span> <span data-id='36'class='entity'>Lei_de_Biossegurança</span> <span data-id='37'>,</span> <span data-id='38'>recentemente</span> <span data-id='39'>aprovado</span> <span data-id='40'>por</span> <span data-id='41'>a</span> <span data-id='42-45'class='entity'>Câmara de os Deputados</span> <span data-id='46'>.</span> 	12	18
CIENCIA_2004_6488	S0	<span data-id='0'>Um</span> <span data-id='1'>grupo</span> <span data-id='2'>que</span> <span data-id='3'>reúne</span> <span data-id='4'class='entity'>13</span> <span data-id='5'>sociedades</span> <span data-id='6'>científicas</span> <span data-id='7'>nacionais</span> <span data-id='8'>,</span> <span data-id='9'>lideradas</span> <span data-id='10'>por</span> <span data-id='11'>a</span> <span data-id='12'class='org'>Academia_Brasileira_de_Ciências</span> <span data-id='13'class='word'>e</span> <span data-id='14'class='word'>por</span> <span data-id='15'class='word'>a</span> <span data-id='16'class='entity'>Associação_Nacional_de_Biossegurança</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='entity'>ANBio</span> <span data-id='19'class='word'>)</span> <span data-id='20'class='word'>,</span> <span data-id='21'class='word'>enviou</span> <span data-id='22'class='word'>uma</span> <span data-id='23'class='word'>carta</span> <span data-id='24'class='word'>a</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='org'>Senado_Federal</span> <span data-id='27'>para</span> <span data-id='28'>pedir</span> <span data-id='29'>mudanças</span> <span data-id='30'>em</span> <span data-id='31'>o</span> <span data-id='32'>projeto</span> <span data-id='33'>de</span> <span data-id='34'>a</span> <span data-id='35'>nova</span> <span data-id='36'class='entity'>Lei_de_Biossegurança</span> <span data-id='37'>,</span> <span data-id='38'>recentemente</span> <span data-id='39'>aprovado</span> <span data-id='40'>por</span> <span data-id='41'>a</span> <span data-id='42-45'class='entity'>Câmara de os Deputados</span> <span data-id='46'>.</span> 	12	26
